flag,smile,predict,true
train,CCCCCCCc1nn2c(O)cc(=O)nc2s1,[6.247305393218994],[6.230000019073486]
train,Nc1ccc(S(=O)(=O)O)c(N)c1,[-4.341423034667969],[-4.739999771118164]
train,O=[N+]([O-])c1ccc2cn[nH]c2c1,[8.479990005493164],[8.930000305175781]
train,CN1CCC=C(CCC(=O)NO)C1=O,[8.825190544128418],[8.899999618530273]
train,O=C(O)CCc1ccc(CC(=O)O)cc1,[3.8337490558624268],[3.859999895095825]
train,CCOc1cccc(F)c1C1OC(=O)NC1=O,[6.26051139831543],[6.429999828338623]
train,Cc1cnc2nc(O)c(O)nc2c1,[9.464694023132324],[9.449999809265137]
train,N#Cc1cn(CC(=O)O)c2ccccc12,[2.8972625732421875],[2.4800000190734863]
train,COC(=O)c1cc(C)n(O)c(=O)c1,[6.594603061676025],[6.639999866485596]
train,COc1cccc(C(N)CC(=O)O)c1,[3.6149446964263916],[3.6600000858306885]
train,CC(C)OC(=O)CC1=NC(=O)CS1,[5.653940200805664],[5.710000038146973]
train,CCCCOC[n+]1ccn(C)c1/C=N/O,[7.0147881507873535],[7.039999961853027]
train,Oc1ccc(CNc2ccccc2)c2cccnc12,[8.838621139526367],[8.829999923706055]
train,O=C(NCCN1CCOCC1)Nc1ccccc1,[13.558302879333496],[13.579999923706055]
train,N[C@H](Cc1ccccc1)P(=O)(O)O,[-0.24650929868221283],[-0.25]
train,C(=N/c1nc[nH]n1)\c1cccs1,[9.572137832641602],[9.630000114440918]
train,NC(C(=O)O)c1ccc(-c2cccs2)s1,[2.4884490966796875],[2.4800000190734863]
train,CCCCN1C(=O)CC(=O)NC1=O,[4.57227087020874],[4.889999866485596]
train,CC(=O)Nc1coc2cc(O)ccc2c1=O,[6.421446323394775],[6.440000057220459]
train,CSCc1cc(F)ccc1CNCc1ncc[nH]1,[12.738119125366211],[12.619999885559082]
train,CCCCCCOc1ccc(/C=C/C(=O)O)cc1,[3.769411087036133],[3.759999990463257]
train,Cn1cccc1/C=C(/C#N)C(N)=S,[11.229124069213867],[11.220000267028809]
train,NCCc1cc(=O)c(O)co1,[9.943767547607422],[9.920000076293945]
train,O=Cc1ccc2cccc(O)c2n1,[8.823766708374023],[8.819999694824219]
train,O=Cc1ccc(Oc2ccccc2)c(O)c1,[7.866578102111816],[7.880000114440918]
train,CCC1(C(=O)Nc2ccccc2S)CCCCC1,[6.427629470825195],[6.420000076293945]
train,Oc1cc2ccccc2nc1-c1ccccc1Cl,[9.428498268127441],[9.479999542236328]
train,O=C(O)c1ncc2cccnc2c1O,[-0.021791204810142517],[0.07000000029802322]
train,Oc1ccccc1-c1cc2[nH]ccnc-2n1,[8.998242378234863],[9.15999984741211]
train,NC(CSCP(=O)(O)O)C(=O)O,[1.5134332180023193],[1.4900000095367432]
train,O=C1OCC(O)=C1c1ccccc1F,[5.0645952224731445],[5.050000190734863]
train,NCC(O)c1ccc(O)c(Br)c1,[7.927801132202148],[7.989999771118164]
train,O=C(O)c1sc(Br)c(Br)c1OCCO,[3.9932518005371094],[4.039999961853027]
train,Oc1nsc2c1CCNCC2,[2.731189489364624],[2.6600000858306885]
train,O=C(CCCCCCCc1ccc2ccccc2c1)NO,[8.960030555725098],[8.90999984741211]
train,CCCCCCCCCCCCCC(=O)O,[4.959668159484863],[4.949999809265137]
train,O=C(O)CCSC(=S)N1CCOCC1,[4.5114336013793945],[4.5]
train,Cc1[nH]nc(-c2nnn[nH]2)c1F,[2.9718708992004395],[3.009999990463257]
train,Cc1ccc(-c2cc3ccc(O)cc3s2)cc1,[9.412054061889648],[9.40999984741211]
train,Oc1c(Br)ccc2cccnc12,[7.576176166534424],[7.590000152587891]
train,c1ccc2c(c1)Cn1nnnc1-2,[10.571730613708496],[10.949999809265137]
train,Oc1nc2c(O)ncnc2nc1-c1ccccc1,[10.19655704498291],[10.199999809265137]
train,NC(=O)N(O)C/C=C/c1ccoc1,[9.316546440124512],[9.289999961853027]
train,CCCCNC(=S)N1CCc2cccnc21,[12.955031394958496],[12.859999656677246]
train,O=C1NN(c2ccccc2)CC1CCO,[11.747557640075684],[11.8100004196167]
train,Oc1cccc(-c2cc3ccc(O)cc3s2)c1,[9.263051986694336],[9.220000267028809]
train,CCOC(=O)C1C(=O)NCC2CCCC21,[9.11562442779541],[9.15999984741211]
train,COC(=O)N/N=C1\CCCc2ccccc21,[10.539535522460938],[10.609999656677246]
train,O=C(O)[C@H]1C[C@H](C(=O)O)N1,[2.0127832889556885],[2.059999942779541]
train,COc1ccc(S(N)(=O)=O)cc1,[10.452466011047363],[10.510000228881836]
train,Cc1ccc(/N=C/c2cccc(O)c2)cc1,[8.279419898986816],[8.220000267028809]
train,CCN1CC(C)C(O)(c2ccccc2)CC1C,[13.8908052444458],[13.800000190734863]
train,O=C(Nc1ccccn1)c1cc[nH]n1,[10.798765182495117],[10.65999984741211]
train,Cc1cnn(-c2cncc(C(N)=O)c2)c1,[13.6763277053833],[13.600000381469727]
train,O=C(O)Cc1ccccc1Nc1ccccc1,[4.624391555786133],[4.610000133514404]
train,CCC(N)(C(=O)O)C(C)C,[2.8122384548187256],[2.819999933242798]
train,CCCn1ncc(C(=O)O)c1C,[3.335862398147583],[3.2899999618530273]
train,CC(NCC(=O)O)P(=O)(O)O,[-0.4063853621482849],[-0.6200000047683716]
train,CNCc1ccccc1Sc1cc(O)ccc1O,[9.387660026550293],[9.319999694824219]
train,CCOC(=O)c1c(N)oc2ccc(O)cc12,[9.314497947692871],[9.380000114440918]
train,Cc1cc(O)c(Cl)c(O)c1,[7.96413516998291],[7.920000076293945]
train,C=CCN1CCC=C(CCC(=O)NO)C1=O,[8.856216430664062],[8.899999618530273]
train,O=C(NN=C1CCCC1)c1ccc(O)cc1O,[7.773125648498535],[7.880000114440918]
train,CNc1nnc(-c2nsc3ccccc23)o1,[12.23108959197998],[11.979999542236328]
train,NCCc1ccc(C(=O)O)cc1,[4.110879898071289],[4.139999866485596]
train,CCOC(=O)C(Cc1ccccc1)C(=O)NO,[8.723896980285645],[8.770000457763672]
train,Cc1cc(C)cc(CSCCC(N)C(=O)O)c1,[2.1737706661224365],[2.1500000953674316]
train,O=C1NCCc2ccncc21,[13.675864219665527],[13.609999656677246]
train,O=c1[nH]c2ncccc2n1C1CCCC1,[10.654439926147461],[10.6899995803833]
train,CC(C)CNC(CC(=O)O)c1ccccc1,[3.9177663326263428],[4.010000228881836]
train,NNc1nnc(-c2ccsc2)s1,[14.014106750488281],[13.90999984741211]
train,COc1cccc(C(=O)Nc2nc(C)cs2)c1,[11.337077140808105],[11.289999961853027]
train,NC(CCc1c[nH]cn1)C(=O)O,[1.9355676174163818],[1.9900000095367432]
train,Oc1nc2ccccc2n1C1=CCCC1,[12.06583023071289],[12.020000457763672]
train,O=C(NC1CCCCC1)OCCCc1c[nH]cn1,[13.090652465820312],[13.109999656677246]
train,CCC(CN)(CC(=O)O)CC(C)C,[4.805977821350098],[4.869999885559082]
train,O=C(O)CNCCSc1ccc(Br)cc1,[1.6286892890930176],[1.6100000143051147]
train,CCCCCCOc1ccc(C(=O)O)cc1C#N,[4.175166606903076],[4.179999828338623]
train,O=C(O)/C=C\C(=O)NCc1cccnc1,[2.9464938640594482],[2.880000114440918]
train,CCCCSC(=O)C1CC(=O)NC(=O)C1,[11.635186195373535],[11.789999961853027]
train,CC1=NCCc2c1cc(O)c(O)c2O,[8.909810066223145],[8.770000457763672]
train,O=C(O)c1cccnn1,[0.2539094388484955],[0.3499999940395355]
train,CC(C(=O)O)c1ccc(O)cc1,[4.11589241027832],[4.079999923706055]
train,CC(C)c1ncn2c(O)nncc12,[9.747386932373047],[9.779999732971191]
train,CN1CCc2ccccc2Cc2ccc(O)cc2CC1,[10.189227104187012],[10.199999809265137]
train,C/C(=N\NC(N)=O)c1ccccc1,[11.887360572814941],[11.829999923706055]
train,CCC(CC)n1[nH]c(=O)cc1N,[9.814101219177246],[9.890000343322754]
train,CSc1ccc2nc(O)c(O)nc2n1,[9.4552640914917],[9.4399995803833]
train,COc1cc2oc(C)cc(=O)c2c(O)c1CO,[7.839498519897461],[7.800000190734863]
train,CC(C)CCNCC1CCc2ccc(O)cc2O1,[9.648927688598633],[9.569999694824219]
train,Cc1cccc(Nc2nnc(S)s2)c1C,[7.291353225708008],[7.309999942779541]
train,C[N+](C)(C)CC(O)CC(=O)[O-],[4.164515018463135],[4.199999809265137]
train,NC(CS)CCC(C(=O)O)C(=O)O,[2.2641232013702393],[2.190000057220459]
train,NC(=O)C(CCSCCS)Cc1ccccc1,[10.139860153198242],[10.109999656677246]
train,NNC1=NC(=O)CNN1,[10.647615432739258],[10.550000190734863]
train,NNC(=O)COc1cccc2cccnc12,[12.182836532592773],[12.180000305175781]
train,COCCC/N=C(/C=N/O)N(C)C,[11.878556251525879],[11.819999694824219]
train,Nc1nc2ccccc2[nH]c1=O,[11.023015975952148],[11.09000015258789]
train,Fc1ccccc1-c1nnc(S)o1,[6.6967620849609375],[6.639999866485596]
train,N=C(N)NS(=O)(=O)c1ccc(Cl)cc1,[9.20268726348877],[9.239999771118164]
train,N[C@@H](CCCNC(=O)CI)C(=O)O,[1.5387969017028809],[1.5800000429153442]
train,O=C1NCC(F)C(=O)N1,[10.588905334472656],[10.65999984741211]
train,N=C(N)Nc1ncccc1O,[7.933040142059326],[7.880000114440918]
train,O=c1cc2c(n[nH]1)CCCO2,[10.495964050292969],[10.550000190734863]
train,Cc1ccc2c(c1)NC(=O)CO2,[11.676050186157227],[11.630000114440918]
train,CC(C)[C@H](O)C(=O)O,[4.112521648406982],[4.139999866485596]
train,CC(=O)Nc1cccc2cc(O)ccc12,[9.706733703613281],[9.760000228881836]
train,O=C(O)c1cc(O)c2c(I)cccc2n1,[0.6589241623878479],[0.6700000166893005]
train,COC(=O)Nc1nnc(CCc2ccccc2)s1,[11.919013023376465],[11.920000076293945]
train,C[C@H](N)Cc1ccc(O)cc1,[10.468253135681152],[10.479999542236328]
train,O=C(c1cc2ccccc2cc1O)N1CCCC1,[7.970733642578125],[7.949999809265137]
train,N[C@@H](Cc1ccnnc1)C(=O)O,[0.8462147116661072],[0.8799999952316284]
train,O=C(O)c1ccc2scnc2c1,[3.7025701999664307],[3.609999895095825]
train,Oc1ccc2nc(N3CCOCC3)sc2c1,[9.224794387817383],[9.25]
train,Cc1ccc2nccc(O)c2c1,[10.854059219360352],[10.850000381469727]
train,Cc1ccc(-c2nc(C(=O)O)cs2)cc1,[3.2076900005340576],[3.180000066757202]
train,O=C(Nc1ccccn1)C(F)(F)F,[10.602664947509766],[10.579999923706055]
train,O=C(O)C1CSC(c2cc(Br)ccc2O)N1,[1.9502372741699219],[1.909999966621399]
train,O=C(O)CCP(CCC(=O)O)CCC(=O)O,[3.0435707569122314],[3.2200000286102295]
train,NC1CC=C(C(=O)O)C1,[4.169307708740234],[4.199999809265137]
train,ON=CC=NO,[8.318201065063477],[8.539999961853027]
train,O=C(Nc1nnc2n1CCS2)C1CC1,[8.474428176879883],[8.520000457763672]
train,COC(=O)C1CSC(C)(C)C(=O)N1,[10.835355758666992],[10.859999656677246]
train,NC(=S)Nc1ccc(O)cc1,[9.538091659545898],[9.5600004196167]
train,NC(CCSCc1cccc(Br)c1)C(=O)O,[1.4511592388153076],[1.4800000190734863]
train,CNCCC(=O)Nc1nsc2ccccc12,[8.54311752319336],[8.520000457763672]
train,Cc1sc(-c2ccc(Cl)cc2)nc1O,[6.408209323883057],[6.409999847412109]
train,Cc1ncsc1C(O)c1ccc(Cl)cc1,[13.212789535522461],[13.020000457763672]
train,Oc1cccc(/C=N/n2cnnc2)c1O,[8.308674812316895],[8.25]
train,N[C@@H](Cc1nnn[nH]1)C(=O)O,[1.3156929016113281],[1.309999942779541]
train,O=C(O)CC12CC3CC(CC(C3)C1)C2,[4.78176736831665],[4.78000020980835]
train,Oc1nccc(NCc2ccco2)n1,[13.440977096557617],[13.329999923706055]
train,Cc1nc(S)sc1Cc1cc(Cl)ccc1Cl,[6.945589542388916],[6.840000152587891]
train,CCCCCc1nnc(NC(=O)C2CCCO2)s1,[6.7436370849609375],[6.710000038146973]
train,O=C(O)/C=C/C(=O)c1cccnc1,[2.625432252883911],[2.6700000762939453]
train,CCCCCCCCOS(N)(=O)=O,[11.678972244262695],[11.65999984741211]
train,c1cncc(-c2cnn[nH]2)c1,[8.239607810974121],[8.15999984741211]
train,O=[N+]([O-])c1ccc2cccnc2c1O,[6.76093864440918],[6.710000038146973]
train,Cc1nc2c(c(C)c1O)CCN2C,[10.972497940063477],[11.010000228881836]
train,CC1(C)C(C(=O)NC(N)=O)C1(C)C,[11.738446235656738],[11.75]
train,Nc1nc(O)cc(NC2CC2)n1,[12.628074645996094],[12.579999923706055]
train,O=C(O)C1C[C@@H](O)CCN1,[1.8121254444122314],[1.7799999713897705]
train,CCOC(=O)/C(CCCN(CC)CC)=N\O,[8.085227012634277],[7.869999885559082]
train,Cc1nc2cc(N)c(F)cc2[nH]1,[13.30807876586914],[13.289999961853027]
train,Nc1cccc2c(=O)[nH]ccc12,[12.709224700927734],[12.739999771118164]
train,N#Cc1nnn(C2CCCCC2)c1O,[2.763374090194702],[2.75]
train,COc1ccc2c(c1O)Cc1ccccc1C2=O,[9.440964698791504],[9.520000457763672]
train,CCC1(C)C(=O)NC(=O)C1O,[9.940707206726074],[10.09000015258789]
train,O=C(O)C(O)c1ccccc1Cl,[3.1644394397735596],[3.1500000953674316]
train,NC(=O)c1nnc(Cl)s1,[10.433829307556152],[10.399999618530273]
train,O=C(CCS)NCCCCCC(=O)Nc1ccccc1,[10.1143217086792],[10.119999885559082]
train,CCOCc1cc(C(O)CNC(C)C)ccc1O,[8.920357704162598],[8.850000381469727]
train,COc1ccc(O)c2c1C(C)(C)C=CC2=O,[9.154220581054688],[9.149999618530273]
train,CC(=O)Nc1cccnc1,[13.651925086975098],[13.59000015258789]
train,C[C@H](CS)C(=O)NCc1ccccc1O,[9.145474433898926],[9.170000076293945]
train,CC1CCCC12NC(=O)NC2=O,[9.252079963684082],[9.199999809265137]
train,Cc1cc(O)n(CC(C)C)c(=O)c1C#N,[7.242493152618408],[7.079999923706055]
train,CCn1ccc(C(=O)NC2=NCCS2)n1,[11.008221626281738],[10.960000038146973]
train,COc1ccccc1C(=O)NO,[8.778986930847168],[8.75]
train,n1onc2c1NC1Nc3nonc3NC1N2,[6.683749198913574],[6.639999866485596]
train,O=C(NO)c1ccc(OC(F)F)cc1,[9.207664489746094],[9.210000038146973]
train,Nc1ccc(NC(=O)Nc2ccccc2)cc1,[11.79186725616455],[11.789999961853027]
train,CCOCC(=O)Nc1ncc(I)cc1C,[11.70076847076416],[11.670000076293945]
train,C=C(CC(=O)O)C(=O)O,[3.4677412509918213],[3.559999942779541]
train,Nc1ncc(-c2ccc(Br)cc2)[nH]1,[12.723402976989746],[12.630000114440918]
train,COc1ccc(Cl)cc1C1NC(=O)NC1=O,[8.788613319396973],[8.720000267028809]
train,O=C1NC(=O)C(Br)=C1Br,[7.383454322814941],[7.320000171661377]
train,CC(=O)/C=C\Sc1ccc(O)cc1,[9.286076545715332],[9.3100004196167]
train,CSc1nc2ccc(S(N)(=O)=O)cc2s1,[9.945655822753906],[9.970000267028809]
train,Sc1nc(SCc2ccccc2)nc2ccccc12,[7.8617095947265625],[7.829999923706055]
train,Cc1ccc(Cl)cc1NC(=O)Nc1cccs1,[9.901541709899902],[9.880000114440918]
train,CN1CCCC2Cc3cc(O)c(O)cc3C21,[9.564433097839355],[9.470000267028809]
train,CCNc1cccnc1Nc1cccc(C)n1,[13.306857109069824],[13.079999923706055]
train,O=C(CN1CCCCCC1)Nc1ccccc1F,[11.69922161102295],[11.550000190734863]
train,CCOP(=O)(OCC)c1ccc(O)cc1,[8.276291847229004],[8.369999885559082]
train,CCN(CC)c1nc2ccccc2[nH]1,[12.410931587219238],[12.300000190734863]
train,CN(C)C1CCCc2onc(O)c21,[5.202680587768555],[5.139999866485596]
train,Cc1ccccc1NC1=NC(=O)CS1,[5.072389602661133],[4.900000095367432]
train,Oc1[nH]c(Br)nc2nnc(Br)c1-2,[3.712146520614624],[3.690000057220459]
train,Cc1cc(NC(=O)NCC(C)O)n(C)n1,[13.069246292114258],[12.989999771118164]
train,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,[2.948380947113037],[2.950000047683716]
train,CC(C)(C)c1onc(O)c1C(N)C(=O)O,[1.7835783958435059],[1.7699999809265137]
train,Oc1ccc(Cl)nn1,[7.3146843910217285],[7.369999885559082]
train,CCCCCc1nc2c(c(C)c1O)CCN2C,[10.950304985046387],[10.930000305175781]
train,CCCCCc1oc2ccccc2c(=O)c1O,[9.433201789855957],[9.300000190734863]
train,Nc1ccc2c(c1)CC(N)(C(=O)O)CC2,[1.5857926607131958],[1.559999942779541]
train,Cc1ccc2oc(=O)c(C#N)c(O)c2c1,[4.775106430053711],[4.670000076293945]
train,O=C(O)c1c[nH]c2ccc(Cl)cc12,[3.5505783557891846],[3.5199999809265137]
train,COCc1csc(NC(=O)NCc2ccsc2)n1,[7.859439373016357],[7.820000171661377]
train,Cc1cccc(NC(=O)Nc2ccncc2)c1,[11.349800109863281],[11.289999961853027]
train,C=CCc1cc(/C=C/C(=O)O)ccc1O,[3.932887315750122],[4.03000020980835]
train,C=CCN1CN(Cc2ccco2)CN=C1S,[7.0563201904296875],[6.960000038146973]
train,CCCCNCc1nnn[nH]1,[3.2820756435394287],[3.009999990463257]
train,N[C@@H](CSN=O)C(=O)O,[1.3218967914581299],[1.309999942779541]
train,Oc1ccccc1C=NN=Cc1ccccc1Cl,[8.659692764282227],[8.670000076293945]
train,CC(C)Sc1nc2ccccc2[nH]1,[10.589970588684082],[10.449999809265137]
train,O=C(CNc1ccccc1)NN=C1CCCC1,[11.765478134155273],[11.739999771118164]
train,OC(Cn1ccnc1)c1ccc(Cl)cc1,[14.036314964294434],[13.970000267028809]
train,O=C1CCC2COc3ccc(O)c1c32,[9.15120792388916],[9.079999923706055]
train,CCCCCC(=O)Nc1cc(Cl)ccc1O,[8.258374214172363],[8.25]
train,CCOC(=O)c1c(C)cc(OC)cc1O,[9.832240104675293],[9.770000457763672]
train,S=C(Nc1cccnc1)Nc1ccccn1,[13.081059455871582],[12.890000343322754]
train,Oc1ccc(Cl)cc1/C=N/n1cnnc1,[8.218840599060059],[8.1899995803833]
train,CCC1(c2ccccc2)C(=O)NCNC1=O,[11.51668643951416],[11.5]
train,CCC(Oc1ccc(Cl)cc1)C(=O)O,[3.3719265460968018],[3.4200000762939453]
train,Cc1cccnc1CSCCCNS(C)(=O)=O,[11.907210350036621],[11.930000305175781]
train,Cc1ccc2[nH]c3ccncc3c2c1,[13.426551818847656],[13.350000381469727]
train,NS(=O)(=O)OCC(Cl)(Cl)Cl,[10.529757499694824],[10.569999694824219]
train,O=C(O)c1ccc(-c2cssc2=S)cc1,[4.043674468994141],[4.0]
train,COCCCCCCCCCCCCC(=O)O,[4.865303993225098],[4.949999809265137]
train,Oc1ccc2cc(-c3ccccc3)oc2c1,[9.122878074645996],[9.130000114440918]
train,NC(Cc1cc(O)ns1)C(=O)O,[1.6718330383300781],[1.7200000286102295]
train,CCCCC(C)Cc1cccc(O)c1C(=O)O,[2.6765682697296143],[2.630000114440918]
train,CCNc1nc(C)nc(O)c1C#N,[11.247220039367676],[11.199999809265137]
train,Oc1ncnc2ccsc12,[11.589290618896484],[11.609999656677246]
train,CCCCCCCCCn1cc(CCCC(=O)O)nn1,[3.837069272994995],[3.880000114440918]
train,O=C1CC2(CCc3ccccc32)C(=O)N1,[10.139622688293457],[10.069999694824219]
train,NCC(O)CNS(=O)(=O)c1ccccc1,[10.211278915405273],[10.220000267028809]
train,O=C(O)c1cc(C(F)(F)F)co1,[3.1865744590759277],[3.0999999046325684]
train,O=C(O)c1cccc(SC(F)(F)F)c1,[3.946993350982666],[3.9100000858306885]
train,Nc1nc(O)c2[nH]nnc2n1,[7.840981483459473],[7.889999866485596]
train,O=C(O)Cc1cccc(OCc2ccccc2)c1,[4.0195207595825195],[4.059999942779541]
train,O=C(O)c1cc(Cl)cc(Cl)c1,[3.7548365592956543],[3.7200000286102295]
train,CC(C)Oc1ccc(O)cc1,[9.943158149719238],[9.920000076293945]
train,Cc1ccnc(SCC(=O)O)n1,[3.528822660446167],[3.490000009536743]
train,N=C(CS)NC/C=C/c1ccccc1,[8.67020320892334],[8.579999923706055]
train,CCCc1cc2c(c(Br)c1O)CCO2,[8.93336009979248],[8.930000305175781]
train,CCc1cnn(O)c1[C@H](N)C(=O)O,[1.519751787185669],[1.5199999809265137]
train,CCC(N)/C(CCCCCC(=O)O)=N/O,[4.171751976013184],[4.21999979019165]
train,O=C(O)c1cccc(S)c1,[3.992192268371582],[3.950000047683716]
train,CN(C)Cc1c[nH]c2nccnc12,[13.626691818237305],[13.579999923706055]
train,Cc1nc(O)c(Br)c(NCc2cccnc2)n1,[11.107583045959473],[11.09000015258789]
train,O=c1[nH]cc(CO)c(=O)[nH]1,[8.63947582244873],[8.680000305175781]
train,Cc1cc(C(=O)NNCc2ccccc2)no1,[10.423725128173828],[10.420000076293945]
train,O=C(COc1ccccc1)Nc1ccccc1Cl,[11.727984428405762],[11.779999732971191]
train,COCc1cc(=O)c(O)co1,[9.491326332092285],[9.420000076293945]
train,NC(c1ccccc1Br)P(=O)(O)O,[-0.39963775873184204],[-0.3400000035762787]
train,CCCCCN1CCCN=C1/C=N/O,[11.829551696777344],[11.90999984741211]
train,N[C@@H](Cc1ccccc1)C(=O)O,[2.4517390727996826],[2.4700000286102295]
train,Fc1ccc(OCc2nn[nH]n2)c(F)c1,[4.674863815307617],[4.710000038146973]
train,COc1cccc(OCCNS(C)(=O)=O)c1,[10.837924003601074],[10.829999923706055]
train,O=C1CC2CCc3ccccc3C2=NN1,[11.760735511779785],[11.789999961853027]
train,C#CCNC(C)Cc1cccc(O)c1,[10.064217567443848],[10.119999885559082]
train,CCCCCC/C(=N\N=C(N)N)C(=O)O,[3.7611732482910156],[3.7799999713897705]
train,CCNc1nc(Cl)nc(NCc2ccccc2)n1,[13.879692077636719],[13.850000381469727]
train,COc1ccnc(NC(=O)c2ccsc2)c1,[13.929344177246094],[13.770000457763672]
train,CC1NC(=O)C(CCCCN)NC1=O,[11.133326530456543],[11.3100004196167]
train,O=C(Nc1ccccc1)Nc1ccccc1,[11.540640830993652],[11.529999732971191]
train,O=C(O)CCCCCc1cccc2cncn12,[4.175673484802246],[4.269999980926514]
train,COc1cc2c(c(OC)c1O)C(=O)CO2,[7.739176273345947],[7.760000228881836]
train,C=CC(=O)NC(CCCC)C(=O)O,[4.1707377433776855],[4.210000038146973]
train,O=C1OC(C(=O)O)Cc2ccccc21,[3.253804922103882],[3.180000066757202]
train,O=C(Nc1ccc(O)cc1)c1nc[nH]n1,[8.71081829071045],[8.680000305175781]
train,O=C(O)Cc1ccccc1CCc1ccccc1Cl,[4.368830680847168],[4.380000114440918]
train,Cc1cc(Nc2ccc(O)cc2)ccc1N,[9.924117088317871],[9.979999542236328]
train,COCCN=C(S)N(c1ccccc1)C(C)C,[7.150262832641602],[7.150000095367432]
train,CCCCCCCCCCCCCCCc1cccc(O)c1N,[10.496026992797852],[10.4399995803833]
train,C(=N/c1nc[nH]n1)\c1ccco1,[9.584284782409668],[9.609999656677246]
train,NC1=C(c2ccccc2)C(=O)CN1CCO,[10.461071968078613],[10.520000457763672]
train,Clc1ccccc1CSc1ncnc2[nH]ncc12,[9.162504196166992],[9.149999618530273]
train,O=C1C(O)=C(O)C(=O)c2ncccc21,[4.034904956817627],[4.010000228881836]
train,COc1c(C)cc(Br)cc1C(=O)O,[3.6123416423797607],[3.5799999237060547]
train,Cc1cccc(C(=O)O)n1,[1.178422451019287],[1.0099999904632568]
train,CP(O)(O)=S,[3.4837985038757324],[3.5899999141693115]
train,N[C@@H](Cc1ccccc1)C(=O)NO,[8.730877876281738],[8.800000190734863]
train,CSCP(O)(O)=S,[3.287858009338379],[3.2100000381469727]
train,O=C(NO)Nc1ccc(Cl)c(Cl)c1,[8.683079719543457],[8.760000228881836]
train,Cc1nnsc1-c1nc2ccccc2[nH]1,[10.0634183883667],[10.130000114440918]
train,O=C(O)CC1CCCc2ccccc2C1O,[4.536098003387451],[4.579999923706055]
train,CCOP(=O)(N/N=C/c1ccccn1)OCC,[9.72141170501709],[9.930000305175781]
train,CC(C)CC(=O)NC(=S)NCc1ccccc1,[9.823739051818848],[9.84000015258789]
train,NC1CCc2c(Cl)ccc(O)c21,[7.8753252029418945],[7.860000133514404]
train,CCCCCCn1c(N)nc2c(O)nc(N)nc21,[11.686484336853027],[11.59000015258789]
train,CC(=O)OCCNC1CCCc2onc(O)c21,[5.16712760925293],[5.050000190734863]
train,Cc1cc(C(=O)O)ccc1NCc1cccnc1,[4.493523597717285],[4.46999979019165]
train,Cc1nnc(O)nc1NCCN(C)C,[10.351943016052246],[10.449999809265137]
train,O=C(O)CNS(=O)(=O)Cc1ccccc1,[3.478116035461426],[3.4200000762939453]
train,O=C(O)CCCC(=O)OCCCCc1cccs1,[4.203035831451416],[4.269999980926514]
train,CCOc1nc(N)cnc1/C=C/C(=O)O,[3.2133564949035645],[3.299999952316284]
train,OC(c1ccccc1)c1nccc2ccccc12,[13.177482604980469],[13.239999771118164]
train,COC1(C)NC(=O)C(C(N)=O)=C1C,[10.377151489257812],[10.460000038146973]
train,Oc1cc2c(cc1Cl)CCNC2Cc1ccccc1,[7.6985249519348145],[7.800000190734863]
train,COc1cc(/C=C/c2cccs2)cc(C)c1O,[9.693495750427246],[9.84000015258789]
train,O=C(CCn1cccc1)Nc1ccccc1F,[11.893272399902344],[11.930000305175781]
train,CCCCN(CC)CCc1ccc(O)c(O)c1,[9.796173095703125],[10.25]
train,CCNC(=S)N/N=C/c1sccc1C,[11.389101028442383],[11.380000114440918]
train,NC(=O)N(O)Cc1ccco1,[8.768017768859863],[8.789999961853027]
train,O=S(=O)(Nn1cnnc1)c1ccccc1Cl,[3.691286563873291],[3.430000066757202]
train,O=c1[nH]c2ccccc2s1,[11.185735702514648],[11.270000457763672]
train,CN(C)CCCNCc1ccc(O)cc1,[9.849407196044922],[9.930000305175781]
train,O=C(CCCCCSc1ccc(Cl)cc1)NO,[8.84204387664795],[8.90999984741211]
train,O=C(Cc1ccccc1)NCCc1c[nH]cn1,[13.035469055175781],[13.100000381469727]
train,O=C(O)c1cccc2c1CCOC2=O,[3.6336259841918945],[3.6700000762939453]
train,C#CCOc1cc(O)nc2ccccc12,[11.26403522491455],[11.329999923706055]
train,CN=C(S)Nc1cccc2[nH]ncc12,[7.064125061035156],[7.019999980926514]
train,Oc1c(Br)c(Br)c(Br)c(Br)c1Br,[5.043158531188965],[5.010000228881836]
train,C[C@@H]1NC(=O)CNC1=O,[10.912860870361328],[10.9399995803833]
train,O=C(Cn1ccnc1)c1cc2ccccc2s1,[13.8812255859375],[13.970000267028809]
train,O=C(NCCCl)Nc1nc[nH]n1,[9.582998275756836],[9.710000038146973]
train,O=CNCc1ccc(O)cc1,[9.445089340209961],[9.489999771118164]
train,O=C(O)c1ccc2ccccc2c1O,[2.7667183876037598],[2.700000047683716]
train,O=C(NN=Cc1ccccc1O)C1CC1,[8.716304779052734],[8.760000228881836]
train,c1ccc(-c2nc[nH]n2)cc1,[10.695720672607422],[10.630000114440918]
train,O=C1C2CCN(CC2)C1Cc1ccccc1O,[9.379749298095703],[9.350000381469727]
train,CCc1cc(CN)c(O)c(CN)c1,[7.361401081085205],[7.449999809265137]
train,CC(C)C1N(C(=N)S)N=CC1(C)C,[7.067136764526367],[7.03000020980835]
train,CCCSc1nnc(-c2ccccc2N)c(O)n1,[11.456552505493164],[11.479999542236328]
