flag,smile,predict,true
train,Cc1cc(Br)ccc1OCCCCNCCO,[9.982039451599121],[10.0]
train,c1ccc(CCCCNC2CCNCC2)cc1,[10.61506175994873],[10.619999885559082]
train,Cc1cccc(Oc2ccc(N)cc2)c1,[4.369389057159424],[4.389999866485596]
train,Cc1ccc(C)c(NN=C(N)S)c1,[6.791818141937256],[6.71999979019165]
train,N#CCCN,[7.976699352264404],[7.849999904632568]
train,C=CCn1ncc2c(SCCC)ncnc21,[2.431858539581299],[2.4200000762939453]
train,CC(N)c1cccc2c1Cc1ccccc1-2,[9.420589447021484],[9.449999809265137]
train,Cc1csc(N)n1,[4.88966703414917],[4.960000038146973]
train,CCCCC/C(C)=N\O,[3.33014178276062],[3.3499999046325684]
train,CNCC1(O)CC2CC3CC(C2)C1C3,[10.042170524597168],[10.109999656677246]
train,OC[C@H]1NCC[C@@H](O)C1O,[8.552393913269043],[8.630000114440918]
train,CCC(CC)Nc1ccc(O)c2ccccc12,[6.007562637329102],[6.050000190734863]
train,O=C(O)C12CCC(CC1)N2,[10.979619026184082],[11.100000381469727]
train,Cc1nc2ccccn2c1-c1csc(N)n1,[5.026678085327148],[5.070000171661377]
train,CSc1nccc(NCC2CNCCO2)n1,[8.46264362335205],[8.300000190734863]
train,Oc1cccc(CC2=NCCN2)c1,[10.324175834655762],[10.34000015258789]
train,CCn1c(-c2ccoc2)nc2cnccc21,[5.076985836029053],[5.099999904632568]
train,N[C@H](COP(=O)(O)O)C(=O)O,[9.31299114227295],[9.390000343322754]
train,Nc1nc2c(s1)Cc1ccccc1-2,[2.8941335678100586],[2.9800000190734863]
train,Cc1cc(N)ccc1/C=C/c1ccccc1,[4.392617225646973],[4.46999979019165]
train,Cc1c2c(nc3ccc(O)cc13)OCC2,[3.339947462081909],[3.609999895095825]
train,CN1CC=C(n2ccnn2)CC1,[8.258903503417969],[8.170000076293945]
train,NC(=O)Cc1ccccn1,[4.352054119110107],[4.329999923706055]
train,CC(C)(C)OC(=O)N(CCCN)CCCCN,[10.1527738571167],[10.140000343322754]
train,Cc1ccccc1CNCCCl,[8.363179206848145],[8.40999984741211]
train,Brc1ccc2c(c1)CCN2,[4.488669395446777],[4.460000038146973]
train,COc1ccc(N)cc1OCCN(C)C,[8.716544151306152],[8.720000267028809]
train,O=C(O)c1cc2ccncc2cn1,[4.80104398727417],[4.590000152587891]
train,CC(C)(C)n1cnnc1S,[1.8214607238769531],[1.7899999618530273]
train,Nc1ncc(-c2ccncc2)c(N)n1,[7.101949214935303],[7.150000095367432]
train,NC1CCN(CC(=O)O)C1=O,[8.381265640258789],[8.399999618530273]
train,CN(C)CCOc1cccc(Cl)c1,[8.693150520324707],[8.75]
train,c1ccc(NCCC2CCCO2)nc1,[6.611281394958496],[6.639999866485596]
train,NN1NNc2ccccc21,[4.8290815353393555],[4.730000019073486]
train,CN(C)CC1(C)Cc2ccsc2C1O,[8.940101623535156],[8.880000114440918]
train,CN1CCN(c2n[nH]c(N)n2)CC1,[7.311545372009277],[7.199999809265137]
train,CCOC(=O)CCSC(=S)n1ccnc1,[4.130550384521484],[4.130000114440918]
train,CCN(CCC#N)c1ccccc1,[3.9139368534088135],[4.239999771118164]
train,NCCCCC(=O)c1cccnc1,[10.028791427612305],[10.010000228881836]
train,Cn1c(O)nnc1-c1ccncc1,[3.7651567459106445],[3.9100000858306885]
train,CN(C)c1ccc2c(O)ccnc2c1,[4.16721248626709],[4.139999866485596]
train,CC(C[PH](=O)C(C)N)C(=O)O,[8.51090145111084],[8.609999656677246]
train,OCc1ccc(-n2ccnc2)cc1,[5.959900856018066],[6.050000190734863]
train,c1ccc2[nH]c(N3CCNCC3)nc2c1,[8.818707466125488],[8.84000015258789]
train,CN1C(C)(C)CC(O)CC1(C)C,[10.112090110778809],[10.1899995803833]
train,CC(C)NCC(O)COC(=O)C1CCCCC1,[9.823569297790527],[9.869999885559082]
train,Fc1ccc2nc(N3CCCCC3)sc2c1,[2.544121503829956],[2.609999895095825]
train,Clc1ccccc1NCc1cnn2ccccc12,[2.713282823562622],[2.6600000858306885]
train,NC1=NC2CCCCC2CS1,[9.185696601867676],[9.130000114440918]
train,C(CCCNC1=NCCN1)CCNC1=NCCN1,[11.807304382324219],[11.640000343322754]
train,CNC1c2ccccc2CSc2sccc21,[8.322193145751953],[8.1899995803833]
train,Nc1ncnc2sc3c(c12)CCCC3,[3.8657538890838623],[3.9200000762939453]
train,CNc1ccccc1O,[5.039027214050293],[5.170000076293945]
train,Fc1ccccc1OCC1=NCCO1,[2.153991222381592],[2.130000114440918]
train,Nc1ccc2c(N)c3ccccc3nc2c1,[10.184142112731934],[10.300000190734863]
train,Cc1[nH]cc(CN(C)C)c(=O)c1O,[7.759586334228516],[7.769999980926514]
train,COCCCNC(=O)OCCCc1c[nH]cn1,[6.49875545501709],[6.570000171661377]
train,CN(C)CCCNCCc1ccccc1F,[9.895273208618164],[9.90999984741211]
train,NCCn1cnc2ncnc-2c1O,[11.387300491333008],[11.649999618530273]
train,COCCc1cc(C(=O)O)[nH]n1,[1.7798821926116943],[1.809999942779541]
train,C#CCNC(C)C(=C)c1ccccc1,[8.233123779296875],[8.300000190734863]
train,c1ccc(Cn2ccnc2C2OCCO2)cc1,[4.641201972961426],[4.699999809265137]
train,CSC(=S)NCc1c[nH]c2ncccc12,[3.283620595932007],[3.299999952316284]
train,Nc1nc2cc(Cl)ccc2n1CCCO,[7.520223140716553],[7.449999809265137]
train,c1c(CN2CCCC2)nc2n1CCNC2,[7.762002468109131],[7.519999980926514]
train,CCNc1ccnc2cc(Cl)ccc12,[7.20405387878418],[7.309999942779541]
train,CN1C2CC(=O)CC1C(O)C2,[8.282575607299805],[8.239999771118164]
train,CC(C)COc1ccccc1C(N)CC(C)C,[8.993850708007812],[9.020000457763672]
train,CCNc1nc(N)nc(O)c1N=O,[2.9456794261932373],[2.8299999237060547]
train,O=C(/C=N\O)NCCCNCc1ccccc1,[9.240365982055664],[9.300000190734863]
train,COCc1nc(N(C)C)ncc1C(=O)O,[1.9459723234176636],[1.9199999570846558]
train,Cc1c(N)nc(C2CC2)nc1Cl,[3.7867863178253174],[3.6500000953674316]
train,Fc1ccc(C2NN=C3CCCCC32)cc1,[3.28047251701355],[3.240000009536743]
train,Cn1cccc1CNCCc1ccccc1F,[9.208980560302734],[9.170000076293945]
train,C=CCc1ccccc1OCC(O)CNC(C)C,[9.630537033081055],[9.670000076293945]
train,COc1ccc(CN2CCCCC2C)cc1C,[9.170951843261719],[9.149999618530273]
train,CCc1nc2c(n1O)CCc1nonc1-2,[4.203634738922119],[4.360000133514404]
train,Nc1nc(-c2cccs2)cs1,[3.8123929500579834],[3.7799999713897705]
train,NC1=NC(c2c(Cl)cccc2Cl)CN1,[10.435832977294922],[10.600000381469727]
train,OC1CCCCC1NC1CCc2ccccc21,[9.364737510681152],[9.399999618530273]
train,CCOc1nccnc1C1=CCCN(C)C1,[7.387264728546143],[7.309999942779541]
train,Cc1cc(=O)[nH]c(N)n1,[3.0991690158843994],[3.0399999618530273]
train,NNc1nncc2ccccc12,[8.782906532287598],[8.880000114440918]
train,CCC(N)Cc1cc(OC)c(SC)cc1OC,[9.95388412475586],[9.949999809265137]
train,Cc1cc(N2CC3CC2CN3)sn1,[9.523514747619629],[9.5600004196167]
train,COCCN=C(S)NN=C1CCCCC1,[3.736614942550659],[3.809999942779541]
train,Cc1cc(C)cc(NC(S)=NN)c1,[4.851027488708496],[4.989999771118164]
train,Cc1ccccc1C12CNCC1C2,[10.625609397888184],[10.59000015258789]
train,S=c1[nH]nc(-c2ccncc2)o1,[4.372768878936768],[4.329999923706055]
train,NC1CCCCCC1=O,[8.21954345703125],[8.130000114440918]
train,CC(C)C(CN)c1ccccc1,[9.778785705566406],[9.789999961853027]
train,CC1CC[C@@H](C(=O)O)[C@H]1N,[10.556402206420898],[10.640000343322754]
train,NCCNc1ccnc2c(F)cc(F)cc12,[9.589790344238281],[9.619999885559082]
train,CN1CCC=C(c2nc(N)no2)C1,[7.627923011779785],[7.550000190734863]
train,COc1ccc2occ(CCN(C)C)c2c1,[9.163934707641602],[9.039999961853027]
train,CN1CCc2on(C)c(=O)c2CC1,[8.45040512084961],[8.430000305175781]
train,CCN1CCCCC1,[10.061474800109863],[10.0600004196167]
train,CCOC(OCC)c1cc2ccccc2cn1,[3.151625871658325],[3.009999990463257]
train,N/C(=N/CCCn1ccnc1)c1ccccn1,[7.955967903137207],[7.75]
train,Cc1n[nH]c(=O)n1-c1cccnc1,[3.318422555923462],[3.319999933242798]
train,OCc1ccncc1Oc1ccccc1,[4.4636712074279785],[4.5]
train,CC(=O)OC1CN=CNC1,[9.528238296508789],[9.579999923706055]
train,SC1=NC2(CCCCC2)Nc2ccccc21,[3.0245201587677],[3.0]
train,C#CC1=CCN(C)CC1,[8.844908714294434],[8.890000343322754]
train,Cc1ccc(OCCCNCCO)c(Br)c1,[9.489394187927246],[9.579999923706055]
train,Oc1ccc2ncccc2c1,[4.648631572723389],[4.659999847412109]
train,NNC(=O)COc1ccc2ccccc2c1,[3.128566265106201],[3.009999990463257]
train,CCOC(=O)N(C)CC#CCN1CCCC1,[8.167929649353027],[8.180000305175781]
train,N/C(=N/C1CC1)NO,[10.195730209350586],[10.180000305175781]
train,N=C(N)c1cccc(-c2ccccc2)c1,[11.397863388061523],[11.350000381469727]
train,CCCOc1ccccc1-c1nnc(NN)s1,[3.597015142440796],[3.640000104904175]
train,CC(C)(C)CCCCOCCCc1c[nH]cn1,[6.6504340171813965],[6.739999771118164]
train,NC(CSCc1ccccc1)C(=O)O,[9.110780715942383],[9.140000343322754]
train,Sc1ccccn1,[0.6510830521583557],[0.5]
train,CCN(CC)CCN,[9.660845756530762],[9.65999984741211]
train,NCCNC(=O)c1cccc(I)c1,[9.090432167053223],[9.15999984741211]
train,CCCCCCCNCc1nc2ccccc2o1,[8.151229858398438],[8.149999618530273]
train,Sc1cnnc2ccccc12,[2.5676558017730713],[2.5999999046325684]
train,NNc1nc2ccc(Br)cc2s1,[4.079806804656982],[4.0]
train,c1ccc(Cc2ccccn2)cc1,[4.8102803230285645],[4.860000133514404]
train,N/C(=N/c1ccc(N)cc1)c1cccs1,[9.493494033813477],[9.430000305175781]
train,S=C(S)NCCN1CCOCC1,[6.337725639343262],[6.21999979019165]
train,O=C(O)C(CS)CC1CCNCC1,[10.51766300201416],[10.579999923706055]
train,CN(C)CCCNCCc1c(Cl)cccc1Cl,[9.863100051879883],[9.880000114440918]
train,Clc1cccc2c1CN(C1=NCCN1)C2,[10.966444969177246],[10.930000305175781]
train,Clc1ccccc1CSC1=NCCCN1,[9.354804992675781],[9.300000190734863]
train,NCCCN1CCN(CCCc2ccccc2)CC1,[9.950814247131348],[9.890000343322754]
train,Clc1cccnc1N1CC2CCC(C1)N2,[9.689031600952148],[9.739999771118164]
train,COc1ccc2c(N)ccnc2c1,[8.612336158752441],[8.640000343322754]
train,Nc1nccn1Cc1ccc(Cl)nc1,[8.942757606506348],[8.800000190734863]
train,Nc1ncnc2c1ccn2C/C=C\CO,[6.757628917694092],[6.699999809265137]
train,CCOc1ccc2c(c1)CC1CNCC2C1,[10.13028621673584],[10.140000343322754]
train,N#CNC1=NCN(CCc2ccccc2)CN1,[3.041781187057495],[3.0199999809265137]
train,Cc1cccc(-c2cccnc2)n1,[4.789306163787842],[4.869999885559082]
train,N[C@@H](CC(=O)NO)C(=O)O,[8.152833938598633],[8.050000190734863]
train,Fc1cc(NCc2cnc[nH]2)ccc1Br,[6.550381183624268],[6.610000133514404]
train,CC(OP(=O)(O)O)C(N)C(=O)O,[9.45450210571289],[9.470000267028809]
train,Cc1cs/c(=N\c2ccccc2)n1C,[5.070672512054443],[5.070000171661377]
train,NCCCOc1cccc2ccccc12,[9.904214859008789],[9.9399995803833]
train,OC(CSc1ccccc1)CN1CCCCCC1,[9.475776672363281],[9.5]
train,COc1cccc2c1C(=O)N1CCNCC21,[7.243022918701172],[7.28000020980835]
train,Cc1ccc2c(Cl)cc(I)c(O)c2n1,[3.8280348777770996],[3.9000000953674316]
train,CCc1cc(OC)c(CC(N)CC)cc1OC,[9.961716651916504],[9.970000267028809]
train,NCCn1c(=O)[nH]c2ccccc2c1=O,[9.134356498718262],[9.140000343322754]
train,NC(c1ccncc1)c1ccc(Cl)cc1,[8.509819030761719],[8.569999694824219]
train,FC1CNCc2cc(Br)ccc2C1,[7.790867805480957],[7.840000152587891]
train,Clc1ccc(CNc2ccccn2)cc1,[6.684229850769043],[6.590000152587891]
train,CC1CCCC(NC2CCCCNC2=O)C1,[9.57992935180664],[9.5600004196167]
train,Clc1ncc(C2=CCCC3CCC2N3)cn1,[10.103890419006348],[10.100000381469727]
train,COCCNc1cc(-c2ccccc2C)ncn1,[4.660153865814209],[4.639999866485596]
train,CC(C)NNC(=O)c1cccs1,[3.668304681777954],[3.569999933242798]
train,NC(c1ccccc1)c1ccc(Cl)cc1,[8.770055770874023],[8.789999961853027]
train,c1ccc2c(c1)CCNC21CCCCC1,[9.412059783935547],[9.489999771118164]
train,COc1ccc(O)c2c(=O)ccccc12,[3.4312210083007812],[3.609999895095825]
train,C#CCNc1nc(SC)nc(CCO)c1Cl,[4.216161727905273],[4.210000038146973]
train,NCCCNCCN,[10.148956298828125],[10.09000015258789]
train,O=C(O)[C@H]1C[C@@H](CO)N1,[10.065099716186523],[10.140000343322754]
train,C=CC(C)(C)OCC(O)CNC(C)(C)C,[9.89979362487793],[9.960000038146973]
train,NCCc1c[nH]c2ccccc12,[9.717930793762207],[9.729999542236328]
train,COc1ccc(/C=C/c2cccnc2)cc1,[4.873964309692383],[4.880000114440918]
train,Oc1cccnc1-c1ccncc1,[4.900392055511475],[4.869999885559082]
train,Nc1ccc([N+](=O)[O-])cc1N,[2.289050340652466],[2.140000104904175]
train,Clc1ccc2c(c1)Oc1cccnc1S2,[2.585660696029663],[2.5]
train,CCn1c(NN)nc2ccc(OC)cc2c1=O,[6.029954433441162],[5.920000076293945]
train,CN(N)c1nc(N)nc2[nH]cnc12,[10.25863265991211],[10.1899995803833]
train,COC(=O)Cn1ccnc1,[6.670864105224609],[6.710000038146973]
train,OCCCc1ccccn1,[5.510951519012451],[5.570000171661377]
train,Cc1cc(Br)ccc1OCCn1ccnc1,[6.4960713386535645],[6.489999771118164]
train,N=C(N)Nc1ccc(O)cc1,[11.11534309387207],[11.300000190734863]
train,Clc1cc2nc[nH]c2cc1Cl,[5.718205451965332],[5.659999847412109]
train,CCCCNc1nc(SC)nc2[nH]cnc12,[5.316670894622803],[5.309999942779541]
train,NCc1cn(-c2ccncc2)nn1,[8.00389289855957],[7.989999771118164]
train,CC(=O)CCP(=O)(O)CCCN,[10.061433792114258],[10.010000228881836]
train,CCOc1ccc(Cl)cc1C1CCCCN1,[8.593720436096191],[8.649999618530273]
train,Cc1cccc(C)c1NC(C)C1=NCCN1,[9.370869636535645],[9.319999694824219]
train,O=C(O)c1ccccc1NCCO,[1.7112078666687012],[1.6100000143051147]
train,CN(C)C1CCc2c(O)cc(O)cc2C1,[9.407638549804688],[9.15999984741211]
train,CC(C)(NO)/C(=N/O)c1cccs1,[2.9962167739868164],[2.8399999141693115]
train,CNc1ncnc2[nH]cnc12,[4.150376319885254],[4.110000133514404]
train,Cc1cn(Cc2ccccc2)c(O)n1,[3.6351959705352783],[3.8499999046325684]
train,CCCCCN1CNc2ccncc2S1(=O)=O,[5.207868576049805],[4.940000057220459]
train,NCCNCC1CCNCC1,[10.645919799804688],[10.649999618530273]
train,Oc1ccc(Br)cc1CNc1ccccc1F,[2.936544179916382],[2.859999895095825]
train,CN(C)CCCCl,[8.658309936523438],[8.680000305175781]
train,CN(C)c1ccc(NC(=S)NN)cc1,[4.875938415527344],[4.78000020980835]
train,N/N=C(/N)c1ccncc1,[7.584840297698975],[7.880000114440918]
train,CCCC(F)(F)P(=O)(O)CCCN,[10.210912704467773],[10.210000038146973]
train,CCCC(=O)OCOC(=O)C1=CCNCC1,[9.17137336730957],[9.210000038146973]
train,CC1CNCCc2ccc(Cl)cc21,[10.10234260559082],[10.119999885559082]
train,c1ccc(CC2CCNCC2)cc1,[10.295877456665039],[10.350000381469727]
train,C1CN=C2CCCN2C1,[11.214824676513672],[11.260000228881836]
train,O[C@@H]1CCN2CCC[C@H]12,[10.227601051330566],[10.229999542236328]
train,O=C(O)c1cc2ccccc2cn1,[5.503214359283447],[5.519999980926514]
train,Cc1ccccc1/N=N/c1ccc(N)cc1C,[3.4787113666534424],[3.359999895095825]
train,c1ccc(SCc2nc3ccccc3s2)nc1,[3.46928334236145],[3.369999885559082]
train,CCNCCCCCCCN=C(N)N,[12.084622383117676],[11.819999694824219]
train,CCCNCCCCc1c[nH]cn1,[10.782004356384277],[10.75]
train,Cc1ccc(O)c(C)c1OCC(C)N,[9.495854377746582],[9.449999809265137]
train,COc1cc(C)c2ccccc2n1,[3.0893054008483887],[3.2300000190734863]
train,O=C(CCN1CCCCCC1)c1ccccc1,[9.00461196899414],[8.90999984741211]
train,c1cncc(CNCc2cccnc2)c1,[7.751503944396973],[7.690000057220459]
train,N/N=C/Cc1ccc(C(F)(F)F)cc1,[2.744758367538452],[2.7100000381469727]
train,NCCCCCC(C(=O)O)c1c[nH]cn1,[10.238022804260254],[10.199999809265137]
train,CCCc1c(O)noc1C1CCNCC1,[9.880349159240723],[9.880000114440918]
train,CNCc1ccc(NC(C)=N)cc1,[10.085843086242676],[9.970000267028809]
train,COc1cccc2c1CNC(N)=N2,[10.50009822845459],[10.430000305175781]
train,c1cc(CNCCCCNCc2ccncc2)ccn1,[9.625327110290527],[9.600000381469727]
train,c1ccc(C2=NCCCO2)cc1,[5.003966808319092],[5.019999980926514]
train,CN/C(=N\c1ccccc1C)SC,[6.5662841796875],[6.539999961853027]
train,Cc1cc(=O)oc2c(N)nccc12,[5.955962181091309],[5.880000114440918]
train,CCCCCn1c(N)nc2ccccc21,[7.690742492675781],[7.670000076293945]
train,Cc1cc(O)nc2cc(Cl)ccc12,[1.6930198669433594],[1.8300000429153442]
train,CC(=O)NCc1cc(C(=O)NN)ccn1,[3.001622200012207],[2.880000114440918]
train,c1ccc(OCCCN2CCCC2)cc1,[9.536219596862793],[9.40999984741211]
train,Cc1cccc(C)c1NC1=NCCCCS1,[6.981937885284424],[6.960000038146973]
train,COc1ccccc1CN1CCCCC1C(=O)O,[9.271382331848145],[9.180000305175781]
train,NCc1ccc2c(N)nccc2c1,[9.254252433776855],[9.180000305175781]
train,CCn1c(NC2CC2)nc2ccsc2c1=O,[4.360679626464844],[4.309999942779541]
train,COc1cccc(CNc2nccs2)c1O,[4.050451278686523],[3.950000047683716]
train,Ic1cccc2[nH]ncc12,[1.464367151260376],[1.5]
train,CN(C)C(c1ccccc1)C1COCOC1,[9.219233512878418],[9.220000267028809]
train,NC(CCCCCC(=O)O)C(=O)O,[9.567115783691406],[9.529999732971191]
train,CN(C)CCOc1ccccc1CCc1ccccc1,[8.76081371307373],[8.789999961853027]
train,Brc1nc(Br)c(Br)[nH]1,[1.739088535308838],[1.590000033378601]
train,Cc1cccc(CCN)c1,[9.837618827819824],[9.800000190734863]
train,CC1NC=CN1,[5.836073875427246],[5.739999771118164]
train,N#Cc1cncc(N2CCNCC2)n1,[8.675419807434082],[8.720000267028809]
train,C[C@H]1CNCCc2ccc(Cl)cc21,[10.142603874206543],[10.119999885559082]
train,Cc1ccccc1Cn1cnc2ccccc21,[5.306329727172852],[5.300000190734863]
train,N=C(N)N/N=C/c1ccncc1,[8.849678039550781],[8.819999694824219]
train,NCCCCCCNCC(N)=O,[10.29227066040039],[10.229999542236328]
train,Cc1cc(Cl)ccc1/N=C/N(C)C,[9.333783149719238],[9.369999885559082]
train,CNC1CCCc2ccncc21,[9.174677848815918],[9.149999618530273]
train,CC(C)N1CCOC1c1ccccc1,[6.281885147094727],[6.25]
train,Cn1cccc1CNc1ccccc1,[3.4925858974456787],[3.450000047683716]
train,Nn1c(S)nnc1Cc1ccccc1F,[1.9676234722137451],[1.8799999952316284]
train,Brc1cccc2[nH]c3c(c12)CCNC3,[9.083462715148926],[9.050000190734863]
train,Cn1c(C2=NCCN2)cc2ccccc21,[9.961701393127441],[9.8100004196167]
train,Cc1ccccc1-c1nc(N)nc(O)c1Br,[1.5302529335021973],[1.5499999523162842]
train,CNCC(O)c1cccc(O)c1,[9.525276184082031],[9.6899995803833]
train,N[C@H]1CCNC1=O,[8.54161548614502],[8.399999618530273]
train,CCCCCC(=O)NCCc1c[nH]cn1,[6.512951850891113],[6.550000190734863]
train,CNCc1ccccc1Oc1ccc(F)cc1Cl,[8.984129905700684],[8.920000076293945]
train,CC1(C)CC(N)CC(C)(C)N1O,[9.745124816894531],[9.739999771118164]
train,Nc1nc(-c2ccc(O)c(O)c2)cs1,[4.05120325088501],[4.070000171661377]
train,FC(F)(F)C1Cc2ccc(Cl)cc2CN1,[4.1522979736328125],[4.0]
train,NNC(=O)c1cc(=O)[nH][nH]1,[2.934014320373535],[2.890000104904175]
train,CC(N)Cc1sc(Cl)cc1Cl,[9.684971809387207],[9.729999542236328]
train,CC(=O)CC(=O)Nc1ncccn1,[0.8644317984580994],[0.6499999761581421]
train,CC(N)P(=O)(O)CCC(=O)O,[9.893372535705566],[9.869999885559082]
train,Cc1ccc(C23CNCC2C3)cc1,[10.657212257385254],[10.600000381469727]
train,Cc1cc2nncnc2c(C)n1,[4.692739486694336],[4.71999979019165]
train,Cc1ccc2cn(N=C3NCCN3)nc2c1,[8.300445556640625],[8.149999618530273]
train,c1ccc2c(c1)SN1CCCN=C21,[4.742710113525391],[4.679999828338623]
train,c1ccc(CNC2=NCCCC2)cc1,[11.089665412902832],[10.989999771118164]
train,CCCNc1nc(C)nc(C(=O)OCC)n1,[2.9523260593414307],[2.9100000858306885]
train,NCc1cc(Cl)c(O)c(Cl)c1Cl,[8.986100196838379],[8.960000038146973]
train,CC(C)CN1CCN(C)C(CCO)C1,[8.829943656921387],[8.819999694824219]
train,NNC(=O)c1cncc(Br)c1,[2.795191526412964],[2.7200000286102295]
train,CCCCNCCCCc1c[nH]cn1,[10.753920555114746],[10.75]
train,C=CCCCCC1=NC(CCCCCCCCC)CC1,[9.107812881469727],[9.020000457763672]
train,ClCc1cn2ccccc2n1,[5.60687780380249],[5.659999847412109]
train,Nc1ncnc2c1ccn2COCCO,[6.614071369171143],[6.550000190734863]
train,CC(C)OCC(O)CN1CCNCC1,[9.15524673461914],[9.239999771118164]
train,CC(N)Cc1ccc(F)cc1,[9.975163459777832],[10.020000457763672]
train,COc1cc2c(cn1)C1NCCC1CC2,[10.0355863571167],[10.010000228881836]
train,N[C@H]1C(=O)N(O)C[C@H]1CO,[7.599473476409912],[7.510000228881836]
train,CC(C)NCC(=O)Nc1nsc2ccccc12,[9.115626335144043],[9.15999984741211]
train,Oc1nc2ccc(N3CCOCC3)nc2nc1O,[0.7892693877220154],[0.7799999713897705]
train,NNC(=O)C(O)C(O)C(O)C(O)CO,[2.5575993061065674],[2.5999999046325684]
train,Cc1nc2cc3c(cc2s1)OCO3,[3.5391838550567627],[3.5899999141693115]
train,Nc1ccc(SC2CCc3ccccc32)cc1,[4.434085369110107],[4.429999828338623]
train,CCCC[C@H](N)CS,[10.502242088317871],[10.569999694824219]
train,C(=NN1CCCCCC1)c1ccccc1,[4.2760186195373535],[4.269999980926514]
train,Oc1cccc2nc3ccccc3nc12,[2.7686526775360107],[2.740000009536743]
train,Nc1ccnc(O)c1F,[1.4090086221694946],[1.2200000286102295]
train,Cc1cccnc1NC(=O)C1CCC1,[4.428406238555908],[4.559999942779541]
train,CN1CCc2ccc(O)cc2C1c1ccccc1,[8.057708740234375],[8.050000190734863]
train,Cn1ccnc1S(=O)(=O)Cc1cccnc1,[3.890749454498291],[3.799999952316284]
train,CNCC1CC1c1cccc2ccccc12,[10.305119514465332],[10.260000228881836]
train,CN(C)CCCOc1ccc(CCN(C)C)cc1,[9.504891395568848],[9.550000190734863]
train,O=C(NCCO)c1nsnc1NCCCl,[0.08860817551612854],[0.07999999821186066]
train,c1cc2c(cn1)CCNCC2,[9.836535453796387],[9.84000015258789]
train,COc1cncc(C(=O)O)c1,[2.4970149993896484],[2.619999885559082]
train,C=C1CN[C@H](C(=O)O)C1,[10.367932319641113],[10.479999542236328]
train,N#Cc1c[nH]c(-c2cn[nH]c2)n1,[2.005411386489868],[1.909999966621399]
train,Cc1ccc(C2CC2C(=O)NN)cc1,[3.2914879322052],[3.259999990463257]
train,O=C(O)C1NCCc2ccccc21,[8.9964599609375],[9.119999885559082]
train,CSC(=S)NNC(=O)c1ccncc1,[3.2072908878326416],[3.190000057220459]
train,CCCCc1c(C(N)C(=O)O)cnn1O,[7.6763200759887695],[7.730000019073486]
train,N=C(N)SCCF,[10.681626319885254],[10.5600004196167]
train,Nc1ccccc1S(=O)(=O)O,[2.3673250675201416],[2.3299999237060547]
train,Nc1cc(-c2ccncc2)c[nH]c1=O,[4.967540264129639],[4.869999885559082]
train,OC1(c2cccnc2)CN2CCC1CC2,[8.162626266479492],[8.180000305175781]
train,Cn1nccc1NC(=O)COCC(=O)O,[2.0083107948303223],[1.940000057220459]
train,Cc1cc2c(o1)c(N)nc1ccccc12,[5.5216546058654785],[5.480000019073486]
train,Fc1cccc(Cl)c1CNCc1ccccn1,[6.396111965179443],[6.489999771118164]
train,C[n+]1ccc(/C=N/O)cc1,[1.7020108699798584],[1.6100000143051147]
train,CCC(C)NC(=O)CCn1ccc(C)n1,[3.2933309078216553],[3.390000104904175]
train,Nc1nc2ccc(-c3cccnc3)cc2s1,[4.8651509284973145],[4.880000114440918]
train,FC(F)CN1CCOC(Cn2cccn2)C1,[4.167505264282227],[4.170000076293945]
train,N[C@@H](CCCCN(O)C=O)C(=O)O,[9.519649505615234],[9.569999694824219]
train,CCOC(=O)C(CN)c1ccc(Cl)cc1,[8.909358978271484],[8.850000381469727]
train,Nc1ccc2nc3cc(Cl)ccc3cc2c1,[5.613519191741943],[5.619999885559082]
train,CC1(C2=NCCN2)COc2ccccc2O1,[8.650891304016113],[8.640000343322754]
train,CCCNC(=O)c1ccc(N)cc1,[3.43388032913208],[3.450000047683716]
train,C=CCC1C=C(C)CC(CC=C)N1,[10.100303649902344],[10.170000076293945]
train,CN(C)CCNC(=O)NC1CCCCC1,[8.499993324279785],[8.510000228881836]
train,O=C(CBr)c1ccncc1,[3.1982240676879883],[2.9700000286102295]
train,CC(C)CNCP(=O)(O)CN,[9.36572265625],[9.479999542236328]
train,CCOn1nnc2c1Cc1cccnc1C2,[4.419478893280029],[4.539999961853027]
train,C=CCNc1ncnc2ccc(Br)cc12,[3.9470160007476807],[3.930000066757202]
train,Cc1ccnn1CCc1ccc(Cl)cc1Cl,[2.649064779281616],[2.619999885559082]
train,CCOC(=O)CC(=O)Nc1cc[nH]n1,[1.7344168424606323],[1.659999966621399]
train,CN1c2cccc(O)c2CC1C1=NCCN1,[9.142875671386719],[9.029999732971191]
train,Nc1cc2cn[nH]c2cc1N,[3.3443262577056885],[3.200000047683716]
train,c1ccc(Cc2ccncc2)cc1,[5.3155694007873535],[5.320000171661377]
train,O=C1CCc2nc3cccc(O)c3n21,[2.307295799255371],[1.8600000143051147]
train,COc1ccc2c(c1)CCNC2C,[8.960494041442871],[9.050000190734863]
train,N=C(Nc1cccc(CN)c1)c1ccccn1,[8.962485313415527],[9.039999961853027]
train,O=C(O)c1ccccc1-c1ncc[nH]1,[6.298526763916016],[6.28000020980835]
train,CC(C)NCCCCCc1c[nH]cn1,[10.670980453491211],[10.710000038146973]
train,NCC(O)c1cccc(O)c1O,[8.577392578125],[8.640000343322754]
train,Cc1ccnc(NC(=O)C2CCCO2)c1,[4.615337371826172],[4.78000020980835]
